,item_id,name,colloq,upper_item,lower_item,explain,buy_price,sell_price,description,tag,stat,effect
0,3003,Archangel's Staff,;aa,,"['3070', '3802']",Increases Ability Power based on maximum Mana,1050,2240,<stats>+50 Ability Power<br><mana>+650 Mana</mana><br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive - Haste:</unique> This item gains an additional 10% Cooldown Reduction.<br><mana><unique>UNIQUE Passive - Awe:</unique> Grants Ability Power equal to 1% of maximum Mana. Refunds 25% of Mana spent.<br><unique>UNIQUE Passive - Mana Charge:</unique> Grants +8 maximum Mana (max +750 Mana) for each Mana expenditure (occurs up to 3 times every 12 seconds).<br><br>Transforms into Seraph's Embrace at +750 Mana.</mana><br><br><groupLimit>Limited to 1 Tear item.</groupLimit>,"['SpellDamage', 'Mana', 'ManaRegen', 'CooldownReduction']","{'FlatMPPoolMod': 650, 'FlatMagicDamageMod': 50}","{'Effect1Amount': '0.01', 'Effect2Amount': '8', 'Effect3Amount': '750', 'Effect4Amount': '2', 'Effect5Amount': '8', 'Effect6Amount': '0', 'Effect7Amount': '0.25', 'Effect8Amount': '3', 'Effect9Amount': '12', 'Effect10Amount': '-0.1'}"
0,3004,Manamune,;,,"['3070', '1037']",Increases Attack Damage based on maximum Mana,675,1680,<stats>+35 Attack Damage<br><mana>+250 Mana</mana></stats><br><br><mana><unique>UNIQUE Passive - Awe:</unique> Grants bonus Attack Damage equal to 2% of maximum Mana. Refunds 15% of Mana spent.<br><unique>UNIQUE Passive - Mana Charge:</unique> Grants +5 maximum Mana (max +750 Mana) for each basic attack or Mana expenditure (occurs up to 3 times every 12 seconds).<br><br>Transforms into Muramana at +750 Mana.</mana><br><br><groupLimit>Limited to 1 Tear item.</groupLimit>,"['Damage', 'Mana', 'ManaRegen', 'OnHit']","{'FlatPhysicalDamageMod': 35, 'FlatMPPoolMod': 250}","{'Effect1Amount': '0.02', 'Effect2Amount': '4', 'Effect3Amount': '750', 'Effect4Amount': '2', 'Effect5Amount': '8', 'Effect6Amount': '1', 'Effect7Amount': '0.15', 'Effect8Amount': '5', 'Effect9Amount': '3', 'Effect10Amount': '12'}"
0,3005,Atma's Reckoning,;wreckoning;Wreckoning,,"['3105', '1037']",Increases Attack Damage based on maximum Health,925,2030,"<stats>+25 Attack Damage<br>+30 Armor<br>+30 Magic Resist</stats><br><br><unique>UNIQUE Passive:</unique> For each second in combat with enemy champions, turrets, or epic monsters, gain Attack Damage equal to 0.5% of maximum health , up to 2.5% .","['SpellBlock', 'Armor', 'Damage']","{'FlatPhysicalDamageMod': 25, 'FlatSpellBlockMod': 30, 'FlatArmorMod': 30}","{'Effect1Amount': '0.005', 'Effect2Amount': '5', 'Effect3Amount': '0.025', 'Effect4Amount': '25', 'Effect5Amount': '0.2', 'Effect6Amount': '75'}"
0,3006,Berserker's Greaves,;,,"['1001', '1042']",Enhances Movement Speed and Attack Speed,500,770,<groupLimit>Limited to 1 pair of boots.</groupLimit><br><br><stats> +35% Attack Speed</stats><br><br><unique>UNIQUE Passive - Enhanced Movement:</unique> +45 Movement Speed,"['AttackSpeed', 'Boots']","{'FlatMovementSpeedMod': 45, 'PercentAttackSpeedMod': 0.35}",
0,3007,Archangel's Staff (Quick Charge),;aa,,"['3073', '3802']",Increases Ability Power based on maximum Mana,1050,2240,<stats>+50 Ability Power<br><mana>+650 Mana</mana><br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive - Haste:</unique> This item gains an additional 10% Cooldown Reduction.<br><mana><unique>UNIQUE Passive - Awe:</unique> Grants Ability Power equal to 1% of maximum Mana. Refunds 25% of Mana spent. <br><unique>UNIQUE Passive - Mana Charge:</unique> Grants +12 maximum Mana (max +750 Mana) for each Mana expenditure (occurs up to 3 times every 12 seconds).<br><br>Transforms into Seraph's Embrace at +750 Mana.</mana>,"['SpellDamage', 'Mana', 'ManaRegen', 'CooldownReduction']","{'FlatMPPoolMod': 650, 'FlatMagicDamageMod': 50}","{'Effect1Amount': '0.01', 'Effect2Amount': '12', 'Effect3Amount': '750', 'Effect4Amount': '2', 'Effect5Amount': '8', 'Effect6Amount': '0', 'Effect7Amount': '0.25', 'Effect8Amount': '3', 'Effect9Amount': '12', 'Effect10Amount': '-0.1'}"
0,3008,Manamune (Quick Charge),;,,"['3073', '1037']",Increases Attack Damage based on maximum Mana,675,1680,<stats>+35 Attack Damage<br><mana>+250 Mana</mana></stats><br><br><mana><unique>UNIQUE Passive - Awe:</unique> Grants bonus Attack Damage equal to 2% of maximum Mana. Refunds 15% of Mana spent.<br><unique>UNIQUE Passive - Mana Charge:</unique> Grants +6 maximum Mana (max +750 Mana) for each basic attack or Mana expenditure (occurs up to 3 times every 12 seconds).<br><br>Transforms into Muramana at +750 Mana.</mana>,"['Damage', 'Mana', 'ManaRegen', 'OnHit']","{'FlatPhysicalDamageMod': 35, 'FlatMPPoolMod': 250}","{'Effect1Amount': '0.02', 'Effect2Amount': '6', 'Effect3Amount': '750', 'Effect4Amount': '2', 'Effect5Amount': '8', 'Effect6Amount': '1', 'Effect7Amount': '0.15', 'Effect8Amount': '6', 'Effect9Amount': '3', 'Effect10Amount': '12'}"
0,3009,Boots of Swiftness,;,,['1001'],Enhances Movement Speed and reduces the effect of slows,600,630,<groupLimit>Limited to 1 pair of boots.</groupLimit><br><br><unique>UNIQUE Passive - Enhanced Movement:</unique> +60 Movement Speed<br><unique>UNIQUE Passive - Slow Resist:</unique> Movement slowing effects are reduced by 25%.,['Boots'],{'FlatMovementSpeedMod': 60},{'Effect1Amount': '0.25'}
0,3010,Catalyst of Aeons,;,"['3027', '3029', '3001', '4402']","['1028', '1027']",Spend Mana to recover Health,350,770,"<stats>+225 Health<br><mana>+300 Mana</mana></stats><br><br><unique>UNIQUE Passive - Eternity:</unique> 15% of damage taken from champions is gained as Mana. <br><br>Spending Mana restores 20% of the cost as Health, up to 15 per spell cast.  <br><br><rules>(Toggled Spells heal for a maximum of 15 per second.)</rules>","['Health', 'HealthRegen', 'Mana', 'ManaRegen']","{'FlatHPPoolMod': 225, 'FlatMPPoolMod': 300}","{'Effect1Amount': '150', 'Effect2Amount': '200', 'Effect3Amount': '8', 'Effect4Amount': '15', 'Effect5Amount': '0.2', 'Effect6Amount': '0.15'}"
0,3020,Sorcerer's Shoes,;,,['1001'],Enhances Movement Speed and magic damage,800,770,<groupLimit>Limited to 1 pair of boots.</groupLimit><br><br><stats>+18 <a href='FlatMagicPen'>Magic Penetration</a></stats><br><br><unique>UNIQUE Passive - Enhanced Movement:</unique> +45 Movement Speed,"['Boots', 'MagicPenetration']",{'FlatMovementSpeedMod': 45},{'Effect1Amount': '18'}
0,3022,Frozen Mallet,;fm,,"['3052', '1011']",Basic attacks slow enemies,900,2170,"<stats>+700 Health<br>+30 Attack Damage</stats><br><br><unique>UNIQUE Passive - Icy:</unique> Basic attacks slow the target's Movement Speed for 1.5 seconds on hit (40% slow for melee attacks, 20% slow for ranged attacks).","['Damage', 'Health', 'OnHit', 'Slow']","{'FlatPhysicalDamageMod': 30, 'FlatHPPoolMod': 700}","{'Effect1Amount': '1.5', 'Effect2Amount': '0.4', 'Effect3Amount': '0.2'}"
0,3024,Glacial Shroud,;,"['3110', '3025', '3050', '3800']","['1027', '1029']",Increases Armor and Cooldown Reduction,250,630,<stats>+20 Armor<br><mana>+250 Mana</mana></stats><br><br><unique>UNIQUE Passive:</unique> +10% Cooldown Reduction,"['Armor', 'CooldownReduction', 'Mana']","{'FlatMPPoolMod': 250, 'FlatArmorMod': 20}",{'Effect1Amount': '-0.1'}
0,3025,Iceborn Gauntlet,;frozen fist,['3387'],"['3057', '3024']",Basic attacks create a slow field after spell cast,750,1890,"<stats>+65 Armor<br>+20% Cooldown Reduction<br><mana>+500 Mana</mana></stats><br><br><unique>UNIQUE Passive - Spellblade:</unique> After using an ability, the next basic attack deals bonus physical damage equal to 100% of base Attack Damage in an area and creates an icy zone for 2 seconds that slows Movement Speed by 30% (1.5 second cooldown).<br><br>Size of zone increases with bonus armor.","['Armor', 'Mana', 'CooldownReduction', 'Slow']","{'FlatMPPoolMod': 500, 'FlatArmorMod': 65}","{'Effect1Amount': '-0.2', 'Effect2Amount': '1', 'Effect3Amount': '2', 'Effect4Amount': '-0.3', 'Effect5Amount': '1.5'}"
0,3026,Guardian Angel,;ga,,"['1038', '1031', '2420']",Periodically revives champion upon death,50,1120,"<stats>+45 Attack Damage<br>+40 Armor</stats><br><br><unique>UNIQUE Passive:</unique> Upon taking lethal damage, restores 50% of base Health and 30% of maximum Mana after 4 seconds of stasis (300 second cooldown).","['Armor', 'Damage']","{'FlatPhysicalDamageMod': 45, 'FlatArmorMod': 40}","{'Effect1Amount': '0.5', 'Effect2Amount': '4', 'Effect3Amount': '300', 'Effect4Amount': '0.3'}"
0,3027,Rod of Ages,;roa,,"['3010', '1026']","Greatly increases Health, Mana, and Ability Power",650,1820,"<stats>+300 Health<br><mana>+300 Mana</mana><br>+60 Ability Power</stats><br><br><passive>Passive:</passive> Grants +20 Health, +10 Mana, and +4 Ability Power per stack (max +200 Health, +100 Mana, and +40 Ability Power). Grants 1 stack per minute (max 10 stacks).<br><unique>UNIQUE Passive - Eternity:</unique> 15% of damage taken from champions is gained as Mana. Spending Mana restores 20% of the cost as Health, up to 25 per spell cast.","['Health', 'HealthRegen', 'Mana', 'ManaRegen', 'SpellDamage']","{'FlatHPPoolMod': 300, 'FlatMPPoolMod': 300, 'FlatMagicDamageMod': 60}","{'Effect1Amount': '20', 'Effect2Amount': '10', 'Effect3Amount': '4', 'Effect4Amount': '1', 'Effect5Amount': '10', 'Effect6Amount': '150', 'Effect7Amount': '200', 'Effect8Amount': '8', 'Effect9Amount': '25', 'Effect10Amount': '0.2', 'Effect11Amount': '0.15'}"
0,3028,Chalice of Harmony,;,"['3174', '3222']","['1004', '1033', '1004']",Increases Mana and Health Regeneration,100,560,<stats>+30 Magic Resist<br><mana>+50% Base Mana Regen </mana></stats><br><br><unique>UNIQUE Passive - Harmony:</unique> Grants bonus % Base Health Regen equal to your bonus % Base Mana Regen.,"['SpellBlock', 'HealthRegen', 'ManaRegen']",{'FlatSpellBlockMod': 30},"{'Effect1Amount': '2', 'Effect2Amount': '5', 'Effect3Amount': '600', 'Effect4Amount': '180', 'Effect5Amount': '8', 'Effect6Amount': '1', 'Effect7Amount': '1'}"
0,3029,Rod of Ages (Quick Charge),;roa,,"['3010', '1026']","Greatly increases Health, Mana, and Ability Power",650,1820,"<stats>+300 Health<br><mana>+300 Mana</mana><br>+60 Ability Power</stats><br><br><passive>Passive:</passive> Grants +20 Health, +10 Mana, and +4 Ability Power per stack (max +200 Health, +100 Mana, and +40 Ability Power). Grants 1 stack per 40 seconds (max 10 stacks).<br><unique>UNIQUE Passive - Eternity:</unique> 15% of damage taken from champions is gained as Mana. Spending Mana restores 20% of the cost as Health, up to 25 per spell cast.","['Health', 'HealthRegen', 'Mana', 'ManaRegen', 'SpellDamage']","{'FlatHPPoolMod': 300, 'FlatMPPoolMod': 300, 'FlatMagicDamageMod': 60}","{'Effect1Amount': '20', 'Effect2Amount': '10', 'Effect3Amount': '4', 'Effect4Amount': '1', 'Effect5Amount': '10', 'Effect6Amount': '150', 'Effect7Amount': '200', 'Effect8Amount': '8', 'Effect9Amount': '25', 'Effect10Amount': '0.2', 'Effect11Amount': '0.15'}"
0,3030,Hextech GLP-800,frost cannon;,,"['3802', '3145']",Activate to fire icy bolts to slow enemies,450,1960,"<stats>+80 Ability Power<br><mana>+600 Mana</mana><br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive - Haste:</unique> This item gains an additional 10% Cooldown Reduction.<br><unique>UNIQUE Active - Frost Bolt:</unique> Fires a spray of icy bolts that explode on first unit hit, dealing <scaleLevel>100 - 200</scaleLevel> (+20% of your Ability Power) magic damage to all enemies hit. (40 second cooldown, shared with other <font color='#9999FF'><a href='itembolt'>Hextech</a></font> items).<br><br> Enemies hit are slowed by 65% decaying over 2 second.","['SpellDamage', 'Mana', 'Active', 'CooldownReduction', 'Slow']","{'FlatMPPoolMod': 600, 'FlatMagicDamageMod': 80}","{'Effect1Amount': '0', 'Effect2Amount': '0', 'Effect3Amount': '0', 'Effect4Amount': '2', 'Effect5Amount': '0.65', 'Effect6Amount': '100', 'Effect7Amount': '200', 'Effect8Amount': '0.2', 'Effect9Amount': '25', 'Effect10Amount': '0.2', 'Effect11Amount': '0.15', 'Effect12Amount': '40', 'Effect13Amount': '-0.1', 'Effect14Amount': '10', 'Effect15Amount': '-0.65'}"
0,3031,Infinity Edge,;ie,['3371'],"['1038', '1037', '1018']",Massively enhances critical strikes,425,2380,<stats>+80 Attack Damage<br>+25% Critical Strike Chance</stats><br><br><unique>UNIQUE Passive:</unique> Critical strikes deal 225% damage instead of 200%.,"['CriticalStrike', 'Damage']","{'FlatPhysicalDamageMod': 80, 'FlatCritChanceMod': 0.25}",{'Effect1Amount': '2.25'}
0,3033,Mortal Reminder,;lw;grievous,,"['3035', '3123']",Overcomes enemies with high Health recovery and Armor,550,1960,<stats>+45 Attack Damage</stats><br><br><unique>UNIQUE Passive - Last Whisper:</unique> +25% <a href='FlatArmorPen'>Armor Penetration</a><br><unique>UNIQUE Passive - Executioner:</unique> Physical damage inflicts <a href='GrievousWounds'>Grievous Wounds</a> on enemy champions for 5 seconds.,"['ArmorPenetration', 'Damage']",{'FlatPhysicalDamageMod': 45},"{'Effect1Amount': '5', 'Effect2Amount': '0.25'}"
0,3035,Last Whisper,;lw,"['3033', '3036']","['1036', '1036']",Overcomes enemies with high Armor,750,1015,<stats>+20 Attack Damage</stats><br><br><unique>UNIQUE Passive - Last Whisper:</unique> +20% <a href='FlatArmorPen'>Armor Penetration</a>,"['ArmorPenetration', 'Damage']",{'FlatPhysicalDamageMod': 20},"{'Effect1Amount': '0.25', 'Effect2Amount': '0.35', 'Effect3Amount': '0.2'}"
0,3036,Lord Dominik's Regards,;lw,,"['3035', '1037']",Overcomes enemies with high health and armor,475,1960,<stats>+45 Attack Damage</stats><br><br><unique>UNIQUE Passive - Last Whisper:</unique> +35% <a href='FlatArmorPen'>Armor Penetration</a>,"['Damage', 'ArmorPenetration']",{'FlatPhysicalDamageMod': 45},{'Effect1Amount': '0.35'}
0,3040,Seraph's Embrace,;,,,,3200,2240,<stats>+50 Ability Power<br><mana>+1400 Mana</mana><br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive - Haste:</unique> This item gains an additional 10% Cooldown Reduction.<br><mana><unique>UNIQUE Passive - Awe:</unique> Grants Ability Power equal to 3% of maximum Mana. Refunds 25% of Mana spent.</mana><br><active>UNIQUE Active - Mana Shield:</active> Consumes 15% of current Mana to grant a shield for 2 seconds that absorbs damage equal to 150 plus the amount of Mana consumed (120 second cooldown).<br><br><groupLimit>Limited to 1 Tear item.</groupLimit>,['Active'],"{'FlatMPPoolMod': 1400, 'FlatMagicDamageMod': 50}","{'Effect1Amount': '0.03', 'Effect2Amount': '0.15', 'Effect3Amount': '2', 'Effect4Amount': '150', 'Effect5Amount': '120', 'Effect6Amount': '0', 'Effect7Amount': '0.25', 'Effect8Amount': '-0.1'}"
0,3041,Mejai's Soulstealer,;,,['1082'],Grants Ability Power for kills and assists,1050,980,"<stats>+20 Ability Power<br><mana>+200 Mana</mana></stats><br><br><unique>UNIQUE Passive - Dread:</unique> Grants +5 Ability Power per Glory. Grants 10% Movement Speed if you have at least 10 Glory.<br><unique>UNIQUE Passive - Do or Die:</unique> Grants 4 Glory for a champion kill or 2 Glory for an assist, up to 25 Glory total. Lose 10 stacks of Glory upon dying.","['SpellDamage', 'Mana']","{'FlatMPPoolMod': 200, 'FlatMagicDamageMod': 20}","{'Effect1Amount': '5', 'Effect2Amount': '4', 'Effect3Amount': '2', 'Effect4Amount': '25', 'Effect5Amount': '0.5', 'Effect6Amount': '0.1', 'Effect7Amount': '10', 'Effect8Amount': '10'}"
0,3042,Muramana,;,,,,2400,1680,<stats>+35 Attack Damage<br><mana>+1000 Mana</mana></stats><br><br><mana><unique>UNIQUE Passive - Awe:</unique> Grants bonus Attack Damage equal to 2% of maximum Mana. Refunds 15% of Mana spent.</mana><br><mana><unique>UNIQUE Passive - Shock:</unique> Single target spells and attacks (on hit) on <font color='#FFFFFF'>Champions</font> consume 3% of current Mana to deal bonus physical damage equal to twice the amount of Mana consumed.<br><br>This effect only activates while you have greater than 20% maximum Mana.</mana><br><br><groupLimit>Limited to 1 Tear item.</groupLimit>,['OnHit'],"{'FlatPhysicalDamageMod': 35, 'FlatMPPoolMod': 1000}",{'Effect1Amount': '0.15'}
0,3043,Muramana,,,,,2400,1680,<stats>+35 Attack Damage<br><mana>+1000 Mana</mana></stats><br><br><mana><unique>UNIQUE Passive - Awe:</unique> Grants bonus Attack Damage equal to 2% of maximum Mana. Refunds 15% of Mana spent.</mana><br><mana><unique>UNIQUE Passive - Shock:</unique> Single target spells and attacks (on hit) on <font color='#FFFFFF'>Champions</font> consume 3% of current Mana to deal bonus physical damage equal to twice the amount of Mana consumed.<br><br>This effect only activates while you have greater than 20% maximum Mana.</mana><br><br><groupLimit>Limited to 1 Tear item.</groupLimit>,['OnHit'],"{'FlatPhysicalDamageMod': 35, 'FlatMPPoolMod': 1000}",{'Effect1Amount': '0.15'}
0,3044,Phage,;,"['3078', '3071']","['1028', '1036']",Attacks and kills give a small burst of speed,500,875,<stats>+200 Health<br>+15 Attack Damage</stats><br><br><unique>UNIQUE Passive - Rage:</unique> Basic attacks grant 20 Movement Speed for 2 seconds. Kills grant 60 Movement Speed instead. This Movement Speed bonus is halved for ranged champions.,"['Damage', 'Health', 'NonbootsMovement', 'OnHit']","{'FlatPhysicalDamageMod': 15, 'FlatHPPoolMod': 200}","{'Effect1Amount': '20', 'Effect2Amount': '2', 'Effect3Amount': '60'}"
0,3046,Phantom Dancer,;pd,,"['1042', '3086']",Move faster while attacking enemies and gain a shield when on low health.,900,1820,"<stats>+30% Attack Speed<br>+25% Critical Strike Chance<br>+7% Movement Speed</stats><br><br><unique>UNIQUE Passive - Spectral Waltz:</unique> Basic attacking a champion grants ghosting and 7% Movement Speed for 2 seconds.<br><unique>UNIQUE Passive - Lifeline:</unique> If you would take damage that would reduce your Health below 30%, gain a shield that absorbs up to 240 - 600 damage for 2 seconds. (90 second cooldown)","['AttackSpeed', 'CriticalStrike', 'NonbootsMovement']","{'FlatCritChanceMod': 0.25, 'PercentMovementSpeedMod': 0.07, 'PercentAttackSpeedMod': 0.3}","{'Effect1Amount': '0.24', 'Effect2Amount': '10', 'Effect3Amount': '550', 'Effect4Amount': '0.07', 'Effect5Amount': '0.3', 'Effect6Amount': '2.5', 'Effect7Amount': '90', 'Effect8Amount': '240', 'Effect9Amount': '600', 'Effect10Amount': '40', 'Effect11Amount': '5', 'Effect12Amount': '0.3', 'Effect13Amount': '0.7', 'Effect14Amount': '2', 'Effect15Amount': '300', 'Effect16Amount': '1', 'Effect17Amount': '0.4', 'Effect18Amount': '9'}"
0,3047,Ninja Tabi,;,,"['1001', '1029']",Enhances Movement Speed and reduces incoming basic attack damage,500,770,<groupLimit>Limited to 1 pair of boots.</groupLimit><br><br><stats>+20 Armor</stats><br><br><unique>UNIQUE Passive:</unique> Blocks 12% of the damage from basic attacks.<br><unique>UNIQUE Passive - Enhanced Movement:</unique> +45 Movement Speed,"['Armor', 'Boots']","{'FlatMovementSpeedMod': 45, 'FlatArmorMod': 20}",{'Effect1Amount': '0.12'}
0,3048,Seraph's Embrace,,,,,3200,2240,<stats>+50 Ability Power<br><mana>+1400 Mana</mana><br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive - Haste:</unique> This item gains an additional 10% Cooldown Reduction.<br><mana><unique>UNIQUE Passive - Awe:</unique> Grants Ability Power equal to 3% of maximum Mana. Refunds 25% of Mana spent.</mana><br><active>UNIQUE Active - Mana Shield:</active> Consumes 15% of current Mana to grant a shield for 2 seconds that absorbs damage equal to 150 plus the amount of Mana consumed (120 second cooldown).<br><br><groupLimit>Limited to 1 Tear item.</groupLimit>,['Active'],"{'FlatMPPoolMod': 1400, 'FlatMagicDamageMod': 50}","{'Effect1Amount': '0.03', 'Effect2Amount': '0.15', 'Effect3Amount': '2', 'Effect4Amount': '150', 'Effect5Amount': '120', 'Effect6Amount': '0', 'Effect7Amount': '0.25', 'Effect8Amount': '-0.1'}"
0,3050,Zeke's Convergence,;haroldandkumar,,"['3105', '3024']",Grants you and your ally bonuses when you cast your ultimate.,250,1575,"<stats>+60 Armor<br>+30 Magic Resist<br><mana>+250 Mana</mana><br>+10% Cooldown Reduction</stats><br><mainText><active>UNIQUE Active - Conduit:</active> Bind to an ally without an existing Conduit.<br><unique>UNIQUE Passive:</unique> Casting your ultimate near your ally surrounds you with a frost storm and ignites your ally's basic attacks for 10 seconds. Enemies inside your frost storm are slowed by 20% and your ally's attacks burn their target for 30% bonus magic damage over 2 seconds (45 second cooldown).<br><br><unlockedPassive>Frostfire Covenant:</unlockedPassive> Your frost storm ignites when it slows a burning enemy, dealing 40 magic damage per second and slowing by 40% instead for 3 seconds.</mainText><br><br><rules>(Champions can only be linked by one Zeke's Convergence at a time.)</rules>","['SpellBlock', 'Armor', 'Mana', 'Aura', 'Active', 'CooldownReduction']","{'FlatSpellBlockMod': 30, 'FlatMPPoolMod': 250, 'FlatArmorMod': 60}","{'Effect1Amount': '-0.1', 'Effect2Amount': '20', 'Effect3Amount': '40', 'Effect4Amount': '0.3', 'Effect5Amount': '1000', 'Effect6Amount': '0.5', 'Effect7Amount': '10', 'Effect8Amount': '3', 'Effect9Amount': '45', 'Effect10Amount': '3', 'Effect11Amount': '2', 'Effect12Amount': '300', 'Effect13Amount': '40', 'Effect14Amount': '2', 'Effect15Amount': '0.5'}"
0,3052,Jaurim's Fist,;enforcer,"['3022', '3053', '3748']","['1036', '1028']",Attack Damage and stacking Health on Unit Kill,450,840,<stats>+15 Attack Damage<br>+200 Health</stats><br><br><unique>UNIQUE Passive:</unique> Killing a unit grants 5 maximum Health. This bonus stacks up to 20 times.,"['Health', 'Damage']","{'FlatPhysicalDamageMod': 15, 'FlatHPPoolMod': 200}","{'Effect1Amount': '20', 'Effect2Amount': '5', 'Effect3Amount': '2', 'Effect4Amount': '100'}"
0,3053,Sterak's Gage,;juggernaut;primal,,"['3052', '1037', '1028']",Shields against large bursts of damage,725,2240,"<stats>+450 Health</stats><br><br><unique>UNIQUE Passive - Giant Strength:</unique> Gain 50% of your Base Attack Damage as Bonus Attack Damage <br><unique>UNIQUE Passive - Lifeline:</unique> Upon taking at least 400 to 1800 damage (based on level) within 5 seconds, gain a shield for 75% of your bonus Health. After 0.75 seconds, the shield decays over 3 seconds (60 second cooldown).<br><br><unlockedPassive>Sterak's Fury:</unlockedPassive> When <i>Lifeline</i> triggers, grow in size and strength, gaining +30% Tenacity for 8 seconds.","['Health', 'Damage']",{'FlatHPPoolMod': 450},"{'Effect1Amount': '400', 'Effect2Amount': '0.5', 'Effect3Amount': '5', 'Effect4Amount': '0.75', 'Effect5Amount': '0', 'Effect6Amount': '8', 'Effect7Amount': '60', 'Effect8Amount': '3', 'Effect9Amount': '1800', 'Effect10Amount': '0.75', 'Effect11Amount': '0.3'}"
0,3057,Sheen,;,"['3078', '3100', '3025']",['1027'],Grants a bonus to next attack after spell cast,700,735,"<stats><mana>+250 Mana</mana><br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive - Spellblade:</unique> After using an ability, the next basic attack deals bonus physical damage equal to 100% base Attack Damage on hit (1.5 second cooldown).","['Mana', 'CooldownReduction']",{'FlatMPPoolMod': 250},"{'Effect1Amount': '1.5', 'Effect2Amount': '1'}"
0,3065,Spirit Visage,;sv,,"['3211', '3067']",Increases Health and healing effects,800,1960,<stats>+450 Health<br>+55 Magic Resist<br>+100% Base Health Regen <br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive:</unique> Increases all healing received by 30%.,"['CooldownReduction', 'Health', 'HealthRegen', 'SpellBlock']","{'FlatHPPoolMod': 450, 'FlatSpellBlockMod': 55}","{'Effect1Amount': '0', 'Effect2Amount': '0.3', 'Effect3Amount': '0.5'}"
0,3067,Kindlegem,;,"['3065', '3071', '3109', '3083', '3152', '3161', '4403']",['1028'],Increases Health and Cooldown Reduction,400,560,<stats>+200 Health  </stats><br><br><unique>UNIQUE Passive:</unique> +10% Cooldown Reduction,"['CooldownReduction', 'Health']",{'FlatHPPoolMod': 200},{'Effect1Amount': '-0.1'}
0,3068,Sunfire Cape,;,['3373'],"['1031', '1028', '3751']",Constantly deals damage to nearby enemies,650,1925,"<stats>+425 Health<br>+60 Armor  </stats><br><br><unique>UNIQUE Passive - Immolate:</unique> Burns nearby enemies for <scaleLevel>[26 to 43]</scaleLevel> magic damage per second. Once every 12 seconds, your next immobilizing spell deals <scaleLevel>[26 to 43]</scaleLevel> <scaleHealth>(+4% Your Bonus HP)</scaleHealth> bonus magic damage and releases a fire nova that also deals that bonus damage around you. Immolate's damage is increased by 50% to minions and monsters.","['Armor', 'Health']","{'FlatHPPoolMod': 425, 'FlatArmorMod': 60}","{'Effect1Amount': '26', 'Effect2Amount': '43', 'Effect3Amount': '0.5', 'Effect4Amount': '12', 'Effect5Amount': '0.04'}"
0,3070,Tear of the Goddess,;,"['3003', '3004']","['1027', '1004']",Increases maximum Mana as Mana is spent,375,595,<stats><mana>+250 Mana</mana></stats><br><br><mana><unique>UNIQUE Passive - Awe:</unique> Refunds 10% of Mana spent.<br><unique>UNIQUE Passive - Mana Charge:</unique> Grants 4 maximum Mana on Mana expenditure (up to 3 times per 12 seconds).<br><br>Caps at +750 Mana.</mana><br><br><groupLimit>Limited to 1 Tear item.</groupLimit>,"['Mana', 'ManaRegen']",{'FlatMPPoolMod': 250},"{'Effect1Amount': '4', 'Effect2Amount': '8', 'Effect3Amount': '1', 'Effect4Amount': '8', 'Effect5Amount': '750', 'Effect6Amount': '2', 'Effect7Amount': '0.1', 'Effect8Amount': '3', 'Effect9Amount': '12'}"
0,3071,Black Cleaver,;bc,['3380'],"['3044', '3067']",Dealing physical damage to enemy champions reduces their Armor,950,2100,"<stats>+400 Health<br>+40 Attack Damage<br>+20% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive:</unique> Dealing physical damage to an enemy champion Cleaves them, reducing their Armor by 4% for 6 seconds (stacks up to 6 times, up to 24%).<br><unique>UNIQUE Passive - Rage:</unique> Dealing physical damage grants 20 movement speed for 2 seconds. Assists on Cleaved enemy champions or kills on any unit grant 60 movement speed for 2 seconds instead. This Movement Speed is halved for ranged champions.","['ArmorPenetration', 'CooldownReduction', 'Damage', 'Health', 'NonbootsMovement', 'OnHit']","{'FlatPhysicalDamageMod': 40, 'FlatHPPoolMod': 400}","{'Effect1Amount': '-0.2', 'Effect2Amount': '0.04', 'Effect3Amount': '6', 'Effect4Amount': '6', 'Effect5Amount': '0.24', 'Effect6Amount': '20', 'Effect7Amount': '2', 'Effect8Amount': '60', 'Effect9Amount': '2', 'Effect10Amount': '0.01'}"
0,3072,Bloodthirster,;bt,,"['1038', '1036', '1053']","Grants Attack Damage, Life Steal and Life Steal now overheals",950,2450,"<stats>+80 Attack Damage</stats><br><br><unique>UNIQUE Passive:</unique> +20% Life Steal<br><unique>UNIQUE Passive:</unique> Your basic attacks can now overheal you. Excess life is stored as a shield that can block 50-350 damage, based on champion level.<br><br>This shield decays slowly if you haven't dealt or taken damage in the last 25 seconds.","['Damage', 'LifeSteal']",{'FlatPhysicalDamageMod': 80},"{'Effect1Amount': '50', 'Effect2Amount': '350', 'Effect3Amount': '25', 'Effect4Amount': '0.2'}"
